r_x,f,t,y,m,r_y,l,r,UseByTechnologyByMode
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2046,1,RE1,17,RE1,17.2511
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2047,1,RE1,17,RE1,16.7582
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2048,1,RE1,17,RE1,16.8315
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2049,1,RE1,17,RE1,22.531
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2050,1,RE1,17,RE1,30.3582
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2051,1,RE1,17,RE1,29.0329
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2052,1,RE1,17,RE1,29.0329
RE1,PHL_PRO_COAL,PHL_POW_CHP_COAL_OLD,2053,1,RE1,17,RE1,25.9254
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2020,1,RE1,17,RE1,0.3382
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2021,1,RE1,17,RE1,0.1342
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2022,1,RE1,17,RE1,0.8288
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2023,1,RE1,17,RE1,0.4751
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2024,1,RE1,17,RE1,0.7832
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2025,1,RE1,17,RE1,0.6823
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2026,1,RE1,17,RE1,0.6722
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2027,1,RE1,17,RE1,0.6616
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2028,1,RE1,17,RE1,0.6495
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2029,1,RE1,17,RE1,0.6879
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2030,1,RE1,17,RE1,0.7415
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2031,1,RE1,17,RE1,0.7394
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2032,1,RE1,17,RE1,0.5659
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2033,1,RE1,17,RE1,0.5459
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2034,1,RE1,17,RE1,0.5263
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2035,1,RE1,17,RE1,0.4739
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2036,1,RE1,17,RE1,0.392
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2037,1,RE1,17,RE1,0.368
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2038,1,RE1,17,RE1,0.2932
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2039,1,RE1,17,RE1,0.2261
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2040,1,RE1,17,RE1,0.3036
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2041,1,RE1,17,RE1,0.3367
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2042,1,RE1,17,RE1,0.329
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2043,1,RE1,17,RE1,0.3212
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2044,1,RE1,17,RE1,0.3134
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2045,1,RE1,17,RE1,0.3048
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2046,1,RE1,17,RE1,0.2748
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2047,1,RE1,17,RE1,0.2669
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2048,1,RE1,17,RE1,0.2681
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2049,1,RE1,17,RE1,0.3588
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2050,1,RE1,17,RE1,0.4835
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2051,1,RE1,17,RE1,0.4624
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2052,1,RE1,17,RE1,0.4624
RE1,PHL_PWR_WAT,PHL_POW_CHP_COAL_OLD,2053,1,RE1,17,RE1,0.4129
RE1,PHL_PRO_NG,PHL_POW_CHP_NG_OLD,2020,1,RE1,17,RE1,10.6006
RE1,PHL_PRO_NG,PHL_POW_CHP_NG_OLD,2021,1,RE1,17,RE1,10.6006
RE1,PHL_PRO_NG,PHL_POW_CHP_NG_OLD,2023,1,RE1,17,RE1,10.6006
RE1,PHL_PWR_WAT,PHL_POW_CHP_NG_OLD,2020,1,RE1,17,RE1,0.1701
RE1,PHL_PWR_WAT,PHL_POW_CHP_NG_OLD,2021,1,RE1,17,RE1,0.1701
RE1,PHL_PWR_WAT,PHL_POW_CHP_NG_OLD,2023,1,RE1,17,RE1,0.1701
RE1,PHL_PRO_OIL,PHL_POW_CHP_OIL_OLD,2021,1,RE1,17,RE1,22.4677
RE1,PHL_PRO_OIL,PHL_POW_CHP_OIL_OLD,2024,1,RE1,17,RE1,1.8375
RE1,PHL_PWR_WAT,PHL_POW_CHP_OIL_OLD,2021,1,RE1,17,RE1,2.2821
RE1,PHL_PWR_WAT,PHL_POW_CHP_OIL_OLD,2024,1,RE1,17,RE1,0.1866
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2025,1,RE1,17,RE1,7.268
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2026,1,RE1,17,RE1,7.268
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2027,1,RE1,17,RE1,7.268
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2028,1,RE1,17,RE1,7.268
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2029,1,RE1,17,RE1,7.268
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2030,1,RE1,17,RE1,7.268
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2031,1,RE1,17,RE1,10.2656
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2032,1,RE1,17,RE1,21.0999
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2033,1,RE1,17,RE1,24.9139
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2034,1,RE1,17,RE1,28.728
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2035,1,RE1,17,RE1,32.542
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2036,1,RE1,17,RE1,39.825
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2037,1,RE1,17,RE1,44.4567
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2038,1,RE1,17,RE1,51.4172
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2039,1,RE1,17,RE1,58.1659
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2040,1,RE1,17,RE1,58.1659
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2041,1,RE1,17,RE1,60.225
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2042,1,RE1,17,RE1,64.4324
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2043,1,RE1,17,RE1,68.6491
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2044,1,RE1,17,RE1,72.8745
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2045,1,RE1,17,RE1,77.2295
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2046,1,RE1,17,RE1,82.7039
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2047,1,RE1,17,RE1,87.1086
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2048,1,RE1,17,RE1,91.1061
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2049,1,RE1,17,RE1,91.0027
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2050,1,RE1,17,RE1,91.0027
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2051,1,RE1,17,RE1,95.8629
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2052,1,RE1,17,RE1,99.7587
RE1,PHL_PRO_COAL,PHL_POW_PP_COAL,2053,1,RE1,17,RE1,105.9158
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2025,1,RE1,17,RE1,0.1591
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2026,1,RE1,17,RE1,0.1591
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2027,1,RE1,17,RE1,0.1591
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2028,1,RE1,17,RE1,0.1591
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2029,1,RE1,17,RE1,0.1591
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2030,1,RE1,17,RE1,0.1591
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2031,1,RE1,17,RE1,0.2247
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2032,1,RE1,17,RE1,0.4618
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2033,1,RE1,17,RE1,0.5453
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2034,1,RE1,17,RE1,0.6288
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2035,1,RE1,17,RE1,0.7123
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2036,1,RE1,17,RE1,0.8717
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2037,1,RE1,17,RE1,0.973
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2038,1,RE1,17,RE1,1.1254
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2039,1,RE1,17,RE1,1.2731
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2040,1,RE1,17,RE1,1.2731
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2041,1,RE1,17,RE1,1.3182
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2042,1,RE1,17,RE1,1.4103
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2043,1,RE1,17,RE1,1.5026
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2044,1,RE1,17,RE1,1.595
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2045,1,RE1,17,RE1,1.6904
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2046,1,RE1,17,RE1,1.8102
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2047,1,RE1,17,RE1,1.9066
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2048,1,RE1,17,RE1,1.9941
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2049,1,RE1,17,RE1,1.9918
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2050,1,RE1,17,RE1,1.9918
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2051,1,RE1,17,RE1,2.0982
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2052,1,RE1,17,RE1,2.1835
RE1,PHL_PWR_WAT,PHL_POW_PP_COAL,2053,1,RE1,17,RE1,2.3182
RE1,PHL_POW_ELE,PHL_POW_TD,2020,1,RE1,17,RE1,16.4845
RE1,PHL_POW_ELE,PHL_POW_TD,2021,1,RE1,17,RE1,17.3637
RE1,PHL_POW_ELE,PHL_POW_TD,2022,1,RE1,17,RE1,18.229
RE1,PHL_POW_ELE,PHL_POW_TD,2023,1,RE1,17,RE1,19.0944
RE1,PHL_POW_ELE,PHL_POW_TD,2024,1,RE1,17,RE1,19.9597
RE1,PHL_POW_ELE,PHL_POW_TD,2025,1,RE1,17,RE1,20.8251
RE1,PHL_POW_ELE,PHL_POW_TD,2026,1,RE1,17,RE1,21.8895
RE1,PHL_POW_ELE,PHL_POW_TD,2027,1,RE1,17,RE1,22.9539
RE1,PHL_POW_ELE,PHL_POW_TD,2028,1,RE1,17,RE1,24.0183
RE1,PHL_POW_ELE,PHL_POW_TD,2029,1,RE1,17,RE1,25.0816
RE1,PHL_POW_ELE,PHL_POW_TD,2030,1,RE1,17,RE1,26.146
RE1,PHL_POW_ELE,PHL_POW_TD,2031,1,RE1,17,RE1,27.417
RE1,PHL_POW_ELE,PHL_POW_TD,2032,1,RE1,17,RE1,28.688
RE1,PHL_POW_ELE,PHL_POW_TD,2033,1,RE1,17,RE1,29.9591
RE1,PHL_POW_ELE,PHL_POW_TD,2034,1,RE1,17,RE1,31.2353
RE1,PHL_POW_ELE,PHL_POW_TD,2035,1,RE1,17,RE1,31.8575
RE1,PHL_POW_ELE,PHL_POW_TD,2036,1,RE1,17,RE1,33.4068
RE1,PHL_POW_ELE,PHL_POW_TD,2037,1,RE1,17,RE1,34.9561
RE1,PHL_POW_ELE,PHL_POW_TD,2038,1,RE1,17,RE1,36.5054
RE1,PHL_POW_ELE,PHL_POW_TD,2039,1,RE1,17,RE1,38.0547
RE1,PHL_POW_ELE,PHL_POW_TD,2040,1,RE1,17,RE1,39.5842
RE1,PHL_POW_ELE,PHL_POW_TD,2041,1,RE1,17,RE1,41.1494
RE1,PHL_POW_ELE,PHL_POW_TD,2042,1,RE1,17,RE1,42.8358
RE1,PHL_POW_ELE,PHL_POW_TD,2043,1,RE1,17,RE1,44.5259
RE1,PHL_POW_ELE,PHL_POW_TD,2044,1,RE1,17,RE1,46.2194
RE1,PHL_POW_ELE,PHL_POW_TD,2045,1,RE1,17,RE1,47.9031
RE1,PHL_POW_ELE,PHL_POW_TD,2046,1,RE1,17,RE1,49.6662
RE1,PHL_POW_ELE,PHL_POW_TD,2047,1,RE1,17,RE1,51.4318
RE1,PHL_POW_ELE,PHL_POW_TD,2048,1,RE1,17,RE1,53.1999
RE1,PHL_POW_ELE,PHL_POW_TD,2049,1,RE1,17,RE1,54.9701
RE1,PHL_POW_ELE,PHL_POW_TD,2050,1,RE1,17,RE1,57.4703
RE1,PHL_POW_ELE,PHL_POW_TD,2051,1,RE1,17,RE1,59.1757
RE1,PHL_POW_ELE,PHL_POW_TD,2052,1,RE1,17,RE1,60.8811
RE1,PHL_POW_ELE,PHL_POW_TD,2053,1,RE1,17,RE1,62.5865
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2020,1,RE1,17,RE1,0.4356
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2021,1,RE1,17,RE1,0.4454
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2022,1,RE1,17,RE1,0.4552
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2023,1,RE1,17,RE1,0.465
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2024,1,RE1,17,RE1,0.4748
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2025,1,RE1,17,RE1,0.4846
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2026,1,RE1,17,RE1,0.4953
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2027,1,RE1,17,RE1,0.5059
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2028,1,RE1,17,RE1,0.5165
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2029,1,RE1,17,RE1,0.5272
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2030,1,RE1,17,RE1,0.5378
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2031,1,RE1,17,RE1,0.5499
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2032,1,RE1,17,RE1,0.562
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2033,1,RE1,17,RE1,0.574
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2034,1,RE1,17,RE1,0.5861
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2035,1,RE1,17,RE1,0.5982
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2036,1,RE1,17,RE1,0.6126
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2037,1,RE1,17,RE1,0.6269
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2038,1,RE1,17,RE1,0.6413
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2039,1,RE1,17,RE1,0.6557
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2040,1,RE1,17,RE1,0.67
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2041,1,RE1,17,RE1,0.5295
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2042,1,RE1,17,RE1,0.4882
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2043,1,RE1,17,RE1,0.4498
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2044,1,RE1,17,RE1,0.4142
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2045,1,RE1,17,RE1,0.3813
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2046,1,RE1,17,RE1,0.3518
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2047,1,RE1,17,RE1,0.3244
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2048,1,RE1,17,RE1,0.299
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2049,1,RE1,17,RE1,0.2755
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2050,1,RE1,17,RE1,0.849
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2051,1,RE1,17,RE1,0.87
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2052,1,RE1,17,RE1,0.891
RE1,PHL_POW_ELE1,PHL_POW_TD_AGR,2053,1,RE1,17,RE1,0.912
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2020,1,RE1,17,RE1,5.8021
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2021,1,RE1,17,RE1,6.176
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2022,1,RE1,17,RE1,6.5498
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2023,1,RE1,17,RE1,6.9237
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2024,1,RE1,17,RE1,7.2975
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2025,1,RE1,17,RE1,7.6713
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2026,1,RE1,17,RE1,8.1353
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2027,1,RE1,17,RE1,8.5993
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2028,1,RE1,17,RE1,9.0633
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2029,1,RE1,17,RE1,9.5272
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2030,1,RE1,17,RE1,9.9912
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2031,1,RE1,17,RE1,10.5374
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2032,1,RE1,17,RE1,11.0835
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2033,1,RE1,17,RE1,11.6296
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2034,1,RE1,17,RE1,12.18
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2035,1,RE1,17,RE1,12.1953
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2036,1,RE1,17,RE1,12.8429
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2037,1,RE1,17,RE1,13.4906
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2038,1,RE1,17,RE1,14.1382
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2039,1,RE1,17,RE1,14.7859
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2040,1,RE1,17,RE1,15.4335
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2041,1,RE1,17,RE1,16.1295
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2042,1,RE1,17,RE1,16.8255
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2043,1,RE1,17,RE1,17.5215
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2044,1,RE1,17,RE1,18.2175
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2045,1,RE1,17,RE1,18.9135
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2046,1,RE1,17,RE1,19.5759
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2047,1,RE1,17,RE1,20.2383
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2048,1,RE1,17,RE1,20.9007
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2049,1,RE1,17,RE1,21.5631
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2050,1,RE1,17,RE1,22.2255
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2051,1,RE1,17,RE1,22.771
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2052,1,RE1,17,RE1,23.3166
RE1,PHL_POW_ELE1,PHL_POW_TD_HOU,2053,1,RE1,17,RE1,23.8622
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2020,1,RE1,17,RE1,4.4335
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2021,1,RE1,17,RE1,4.5446
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2022,1,RE1,17,RE1,4.6444
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2023,1,RE1,17,RE1,4.7441
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2024,1,RE1,17,RE1,4.8439
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2025,1,RE1,17,RE1,4.9437
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2026,1,RE1,17,RE1,5.0519
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2027,1,RE1,17,RE1,5.16
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2028,1,RE1,17,RE1,5.2682
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2029,1,RE1,17,RE1,5.3764
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2030,1,RE1,17,RE1,5.4845
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2031,1,RE1,17,RE1,5.6074
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2032,1,RE1,17,RE1,5.7304
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2033,1,RE1,17,RE1,5.8533
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2034,1,RE1,17,RE1,5.9762
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2035,1,RE1,17,RE1,6.0991
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2036,1,RE1,17,RE1,6.2453
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2037,1,RE1,17,RE1,6.3915
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2038,1,RE1,17,RE1,6.5378
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2039,1,RE1,17,RE1,6.684
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2040,1,RE1,17,RE1,6.8302
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2041,1,RE1,17,RE1,7.0004
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2042,1,RE1,17,RE1,7.1706
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2043,1,RE1,17,RE1,7.3409
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2044,1,RE1,17,RE1,7.5111
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2045,1,RE1,17,RE1,7.6707
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2046,1,RE1,17,RE1,7.8648
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2047,1,RE1,17,RE1,8.059
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2048,1,RE1,17,RE1,8.2531
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2049,1,RE1,17,RE1,8.4472
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2050,1,RE1,17,RE1,8.6413
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2051,1,RE1,17,RE1,8.8547
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2052,1,RE1,17,RE1,9.0681
RE1,PHL_POW_ELE1,PHL_POW_TD_INDU,2053,1,RE1,17,RE1,9.2815
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2020,1,RE1,17,RE1,2.7979
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2021,1,RE1,17,RE1,3.0224
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2022,1,RE1,17,RE1,3.2469
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2023,1,RE1,17,RE1,3.4715
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2024,1,RE1,17,RE1,3.696
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2025,1,RE1,17,RE1,3.9206
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2026,1,RE1,17,RE1,4.2086
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2027,1,RE1,17,RE1,4.4966
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2028,1,RE1,17,RE1,4.7846
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2029,1,RE1,17,RE1,5.0726
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2030,1,RE1,17,RE1,5.3606
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2031,1,RE1,17,RE1,5.7193
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2032,1,RE1,17,RE1,6.078
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2033,1,RE1,17,RE1,6.4367
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2034,1,RE1,17,RE1,6.7955
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2035,1,RE1,17,RE1,7.1542
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2036,1,RE1,17,RE1,7.6134
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2037,1,RE1,17,RE1,8.0727
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2038,1,RE1,17,RE1,8.5319
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2039,1,RE1,17,RE1,8.9912
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2040,1,RE1,17,RE1,9.4504
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2041,1,RE1,17,RE1,10.0052
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2042,1,RE1,17,RE1,10.56
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2043,1,RE1,17,RE1,11.1148
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2044,1,RE1,17,RE1,11.6696
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2045,1,RE1,17,RE1,12.2244
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2046,1,RE1,17,RE1,12.8398
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2047,1,RE1,17,RE1,13.4551
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2048,1,RE1,17,RE1,14.0704
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2049,1,RE1,17,RE1,14.6858
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2050,1,RE1,17,RE1,15.3011
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2051,1,RE1,17,RE1,15.9164
RE1,PHL_POW_ELE1,PHL_POW_TD_SER,2052,1,RE1,17,RE1,16.5316
