Sum of AnnualFixedOperatingCost,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,(blank),Grand Total
PHL_POW_GH2_COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_GH2_NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_BIOM_CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_COAL,0,32.877,67.7675,76.5999,103.8085,109.7103,179.896,227.6073,233.1525,242.7104,291.4169,388.987,479.388,573.6358,657.4286,746.7536,854.2095,950.0177,980.616,980.616,980.616,980.616,980.616,980.616,980.616,980.616,947.739,912.8486,904.0161,876.8076,870.9058,800.72,753.0088,747.4635,,20874.4039
PHL_POW_PP_COAL_CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_HY_LA,191.6825,191.6825,192.2768,194.0261,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,195.3418,194.4896,194.4896,194.4896,194.4896,194.4896,194.4896,194.4896,,6623.9565
PHL_POW_PP_NGCC,0,0,0,0,0,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,19.0192,47.2225,87.6074,87.6074,87.6074,87.6074,87.6074,87.6074,87.6074,87.6074,87.6074,87.6074,87.6074,143.9721,159.4119,159.4119,160.1611,,1881.1105
PHL_POW_PP_NGCC_CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_NU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_NUSMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9255,139.4378,338.1285,2717.0314,3135.2472,3667.3669,3956.6322,,14020.7695
PHL_POW_PP_SPV_T1,13.2078,16.7087,19.9708,21.1633,32.3244,34.3734,33.2382,32.1833,93.5884,157.3301,198.0889,210.0546,221.3172,238.6934,249.8047,259.215,277.9003,318.4512,326.8309,322.4771,336.0696,330.3357,361.3986,377.5402,417.5836,439.7775,439.6824,434.7892,445.1401,441.938,423.8343,422.0578,420.2667,434.1228,,8801.4582
PHL_POW_PP_WOF_T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_PP_WON_T1,27.774,27.5809,27.386,27.1898,26.9925,26.7947,26.597,26.4001,26.2044,26.0108,24.5621,24.3627,24.1639,23.9676,23.7753,23.5882,23.4071,23.2327,44.0418,199.5811,1050.6751,1041.6862,1033.5961,1026.3151,1019.7621,1005.6377,1153.8916,1215.5966,1313.5564,1308.471,1611.6749,1611.6749,1635.8937,1656.5752,,18388.6193
PHL_POW_SYNTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_TD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_TD_AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_TD_HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PHL_POW_TD_INDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
