r,t,e,y,AnnualTechnologyEmission
RE1,PHL_POW_PP_HY_LA,CO2e,2033,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2034,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2035,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2036,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2037,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2038,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2039,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2040,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2041,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2042,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2043,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2044,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2045,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2046,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2047,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2048,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2049,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2050,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2051,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2052,0.0
RE1,PHL_POW_PP_HY_LA,CO2e,2053,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2020,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2021,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2022,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2023,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2024,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2025,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2026,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2027,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2028,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2029,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2030,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2031,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2032,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2033,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2034,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2035,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2036,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2037,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2038,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2039,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2040,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2041,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2042,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2043,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2044,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2045,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2046,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2047,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2048,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2049,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2050,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2051,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2052,0.0
RE1,PHL_POW_PP_HY_LA,PM2_5,2053,0.0
RE1,PHL_POW_PP_H2,CO2e,2020,0.0
RE1,PHL_POW_PP_H2,CO2e,2021,0.0
RE1,PHL_POW_PP_H2,CO2e,2022,0.0
RE1,PHL_POW_PP_H2,CO2e,2023,0.0
RE1,PHL_POW_PP_H2,CO2e,2024,0.0
RE1,PHL_POW_PP_H2,CO2e,2025,0.0
RE1,PHL_POW_PP_H2,CO2e,2026,0.0
RE1,PHL_POW_PP_H2,CO2e,2027,0.0
RE1,PHL_POW_PP_H2,CO2e,2028,0.0
RE1,PHL_POW_PP_H2,CO2e,2029,0.0
RE1,PHL_POW_PP_H2,CO2e,2030,0.0
RE1,PHL_POW_PP_H2,CO2e,2031,0.0
RE1,PHL_POW_PP_H2,CO2e,2032,0.0
RE1,PHL_POW_PP_H2,CO2e,2033,0.0
RE1,PHL_POW_PP_H2,CO2e,2034,0.0
RE1,PHL_POW_PP_H2,CO2e,2035,0.0
RE1,PHL_POW_PP_H2,CO2e,2036,0.0
RE1,PHL_POW_PP_H2,CO2e,2037,0.0
RE1,PHL_POW_PP_H2,CO2e,2038,0.0
RE1,PHL_POW_PP_H2,CO2e,2039,0.0
RE1,PHL_POW_PP_H2,CO2e,2040,0.0
RE1,PHL_POW_PP_H2,CO2e,2041,0.0
RE1,PHL_POW_PP_H2,CO2e,2042,0.0
RE1,PHL_POW_PP_H2,CO2e,2043,0.0
RE1,PHL_POW_PP_H2,CO2e,2044,0.0
RE1,PHL_POW_PP_H2,CO2e,2045,0.0
RE1,PHL_POW_PP_H2,CO2e,2046,0.0
RE1,PHL_POW_PP_H2,CO2e,2047,0.0
RE1,PHL_POW_PP_H2,CO2e,2048,0.0
RE1,PHL_POW_PP_H2,CO2e,2049,0.0
RE1,PHL_POW_PP_H2,CO2e,2050,0.0
RE1,PHL_POW_PP_H2,CO2e,2051,0.0
RE1,PHL_POW_PP_H2,CO2e,2052,0.0
RE1,PHL_POW_PP_H2,CO2e,2053,0.0
RE1,PHL_POW_PP_H2,PM2_5,2020,0.0
RE1,PHL_POW_PP_H2,PM2_5,2021,0.0
RE1,PHL_POW_PP_H2,PM2_5,2022,0.0
RE1,PHL_POW_PP_H2,PM2_5,2023,0.0
RE1,PHL_POW_PP_H2,PM2_5,2024,0.0
RE1,PHL_POW_PP_H2,PM2_5,2025,0.0
RE1,PHL_POW_PP_H2,PM2_5,2026,0.0
RE1,PHL_POW_PP_H2,PM2_5,2027,0.0
RE1,PHL_POW_PP_H2,PM2_5,2028,0.0
RE1,PHL_POW_PP_H2,PM2_5,2029,0.0
RE1,PHL_POW_PP_H2,PM2_5,2030,0.0
RE1,PHL_POW_PP_H2,PM2_5,2031,0.0
RE1,PHL_POW_PP_H2,PM2_5,2032,0.0
RE1,PHL_POW_PP_H2,PM2_5,2033,0.0
RE1,PHL_POW_PP_H2,PM2_5,2034,0.0
RE1,PHL_POW_PP_H2,PM2_5,2035,0.0
RE1,PHL_POW_PP_H2,PM2_5,2036,0.0
RE1,PHL_POW_PP_H2,PM2_5,2037,0.0
RE1,PHL_POW_PP_H2,PM2_5,2038,0.0
RE1,PHL_POW_PP_H2,PM2_5,2039,0.0
RE1,PHL_POW_PP_H2,PM2_5,2040,0.0
RE1,PHL_POW_PP_H2,PM2_5,2041,0.0
RE1,PHL_POW_PP_H2,PM2_5,2042,0.0
RE1,PHL_POW_PP_H2,PM2_5,2043,0.0
RE1,PHL_POW_PP_H2,PM2_5,2044,0.0
RE1,PHL_POW_PP_H2,PM2_5,2045,0.0
RE1,PHL_POW_PP_H2,PM2_5,2046,0.0
RE1,PHL_POW_PP_H2,PM2_5,2047,0.0
RE1,PHL_POW_PP_H2,PM2_5,2048,0.0
RE1,PHL_POW_PP_H2,PM2_5,2049,0.0
RE1,PHL_POW_PP_H2,PM2_5,2050,0.0
RE1,PHL_POW_PP_H2,PM2_5,2051,0.0
RE1,PHL_POW_PP_H2,PM2_5,2052,0.0
RE1,PHL_POW_PP_H2,PM2_5,2053,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2020,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2021,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2022,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2023,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2024,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2025,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2026,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2027,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2028,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2029,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2030,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2031,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2032,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2033,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2034,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2035,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2036,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2037,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2038,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2039,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2040,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2041,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2042,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2043,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2044,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2045,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2046,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2047,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2048,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2049,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2050,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2051,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2052,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,2053,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2020,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2021,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2022,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2023,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2024,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2025,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2026,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2027,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2028,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2029,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2030,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2031,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2032,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2033,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2034,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2035,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2036,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2037,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2038,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2039,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2040,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2041,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2042,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2043,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2044,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2045,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2046,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2047,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2048,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2049,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2050,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2051,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2052,0.0
RE1,PHL_POW_PP_COAL_CCS,PM2_5,2053,0.0
RE1,PHL_POW_PP_COAL,CO2e,2020,0.0
RE1,PHL_POW_PP_COAL,CO2e,2021,0.0
RE1,PHL_POW_PP_COAL,CO2e,2022,0.0
RE1,PHL_POW_PP_COAL,CO2e,2023,0.0
RE1,PHL_POW_PP_COAL,CO2e,2024,0.0
RE1,PHL_POW_PP_COAL,CO2e,2025,0.0
RE1,PHL_POW_PP_COAL,CO2e,2026,0.0
RE1,PHL_POW_PP_COAL,CO2e,2027,0.0
RE1,PHL_POW_PP_COAL,CO2e,2028,0.0
RE1,PHL_POW_PP_COAL,CO2e,2029,0.0
RE1,PHL_POW_PP_COAL,CO2e,2030,0.0
RE1,PHL_POW_PP_COAL,CO2e,2031,0.0
RE1,PHL_POW_PP_COAL,CO2e,2032,0.0
RE1,PHL_POW_PP_COAL,CO2e,2033,0.0
RE1,PHL_POW_PP_COAL,CO2e,2034,0.0
RE1,PHL_POW_PP_COAL,CO2e,2035,0.0
RE1,PHL_POW_PP_COAL,CO2e,2036,0.0
RE1,PHL_POW_PP_COAL,CO2e,2037,0.0
RE1,PHL_POW_PP_COAL,CO2e,2038,0.0
RE1,PHL_POW_PP_COAL,CO2e,2039,0.0
RE1,PHL_POW_PP_COAL,CO2e,2040,0.0
RE1,PHL_POW_PP_COAL,CO2e,2041,0.0
RE1,PHL_POW_PP_COAL,CO2e,2042,0.0
RE1,PHL_POW_PP_COAL,CO2e,2043,0.0
RE1,PHL_POW_PP_COAL,CO2e,2044,0.0
RE1,PHL_POW_PP_COAL,CO2e,2045,0.0
RE1,PHL_POW_PP_COAL,CO2e,2046,0.0
RE1,PHL_POW_PP_COAL,CO2e,2047,0.0
RE1,PHL_POW_PP_COAL,CO2e,2048,0.0
RE1,PHL_POW_PP_COAL,CO2e,2049,0.0
RE1,PHL_POW_PP_COAL,CO2e,2050,0.0
RE1,PHL_POW_PP_COAL,CO2e,2051,0.0
RE1,PHL_POW_PP_COAL,CO2e,2052,0.0
RE1,PHL_POW_PP_COAL,CO2e,2053,0.0
RE1,PHL_POW_PP_COAL,PM2_5,2020,0.0
RE1,PHL_POW_PP_COAL,PM2_5,2021,0.0002
RE1,PHL_POW_PP_COAL,PM2_5,2022,0.0004
RE1,PHL_POW_PP_COAL,PM2_5,2023,0.0004
RE1,PHL_POW_PP_COAL,PM2_5,2024,0.0006
RE1,PHL_POW_PP_COAL,PM2_5,2025,0.0006
RE1,PHL_POW_PP_COAL,PM2_5,2026,0.001
RE1,PHL_POW_PP_COAL,PM2_5,2027,0.0013
RE1,PHL_POW_PP_COAL,PM2_5,2028,0.0013
RE1,PHL_POW_PP_COAL,PM2_5,2029,0.0013
RE1,PHL_POW_PP_COAL,PM2_5,2030,0.0013
RE1,PHL_POW_PP_COAL,PM2_5,2031,0.0017
RE1,PHL_POW_PP_COAL,PM2_5,2032,0.002
RE1,PHL_POW_PP_COAL,PM2_5,2033,0.0023
RE1,PHL_POW_PP_COAL,PM2_5,2034,0.0027
RE1,PHL_POW_PP_COAL,PM2_5,2035,0.003
RE1,PHL_POW_PP_COAL,PM2_5,2036,0.0033
RE1,PHL_POW_PP_COAL,PM2_5,2037,0.0036
RE1,PHL_POW_PP_COAL,PM2_5,2038,0.0037
RE1,PHL_POW_PP_COAL,PM2_5,2039,0.0038
RE1,PHL_POW_PP_COAL,PM2_5,2040,0.0035
RE1,PHL_POW_PP_COAL,PM2_5,2041,0.0034
RE1,PHL_POW_PP_COAL,PM2_5,2042,0.0033
RE1,PHL_POW_PP_COAL,PM2_5,2043,0.0033
RE1,PHL_POW_PP_COAL,PM2_5,2044,0.0033
RE1,PHL_POW_PP_COAL,PM2_5,2045,0.0033
RE1,PHL_POW_PP_COAL,PM2_5,2046,0.0032
RE1,PHL_POW_PP_COAL,PM2_5,2047,0.0031
RE1,PHL_POW_PP_COAL,PM2_5,2048,0.003
RE1,PHL_POW_PP_COAL,PM2_5,2049,0.0029
RE1,PHL_POW_PP_COAL,PM2_5,2050,0.0028
RE1,PHL_POW_PP_COAL,PM2_5,2051,0.0026
RE1,PHL_POW_PP_COAL,PM2_5,2052,0.0024
RE1,PHL_POW_PP_COAL,PM2_5,2053,0.0023
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2020,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2021,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2022,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2023,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2024,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2025,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2026,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2027,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2028,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2029,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2030,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2031,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2032,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2033,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2034,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2035,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2036,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2037,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2038,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2039,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2040,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2041,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2042,-0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2043,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2044,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2045,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2046,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2047,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2048,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2049,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2050,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2051,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2052,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,2053,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2020,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2021,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2022,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2023,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2024,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2025,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2026,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2027,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2028,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2029,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2030,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2031,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2032,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2033,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2034,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2035,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2036,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2037,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2038,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2039,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2040,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2041,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2042,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2043,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2044,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2045,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2046,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2047,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2048,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2049,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2050,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2051,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2052,0.0
RE1,PHL_POW_PP_BIOM_CCS,PM2_5,2053,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2020,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2021,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2022,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2023,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2024,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2025,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2026,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2027,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2028,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2029,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2030,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2031,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2032,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2033,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2034,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2035,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2036,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2037,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2038,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2039,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2040,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2041,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2042,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2043,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2044,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2045,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2046,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2047,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2048,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2049,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2050,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2051,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2052,0.0
RE1,PHL_POW_GEO_OLD,CO2e,2053,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2020,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2021,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2022,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2023,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2024,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2025,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2026,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2027,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2028,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2029,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2030,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2031,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2032,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2033,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2034,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2035,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2036,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2037,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2038,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2039,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2040,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2041,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2042,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2043,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2044,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2045,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2046,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2047,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2048,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2049,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2050,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2051,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2052,0.0
RE1,PHL_POW_GEO_OLD,PM2_5,2053,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2020,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2021,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2022,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2023,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2024,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2025,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2026,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2027,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2028,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2029,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2030,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2031,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2032,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2033,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2034,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2035,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2036,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2037,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2038,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2039,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2040,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2041,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2042,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2043,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2044,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2045,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2046,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2047,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2048,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2049,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2050,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2051,0.0
RE1,PHL_POW_CHP_COAL_OLD,CO2e,2052,0.0
