r,l,f,y,Demand
RE1,8,PHL_POW_HEAT1,2038,0.0
RE1,8,PHL_POW_HEAT1,2039,0.0
RE1,8,PHL_POW_HEAT1,2040,0.0
RE1,8,PHL_POW_HEAT1,2041,0.0
RE1,8,PHL_POW_HEAT1,2042,0.0
RE1,8,PHL_POW_HEAT1,2043,0.0
RE1,8,PHL_POW_HEAT1,2044,0.0
RE1,8,PHL_POW_HEAT1,2045,0.0
RE1,8,PHL_POW_HEAT1,2046,0.0
RE1,8,PHL_POW_HEAT1,2047,0.0
RE1,8,PHL_POW_HEAT1,2048,0.0
RE1,8,PHL_POW_HEAT1,2049,0.0
RE1,8,PHL_POW_HEAT1,2050,0.0
RE1,8,PHL_POW_HEAT1,2051,0.0
RE1,8,PHL_POW_HEAT1,2052,0.0
RE1,8,PHL_POW_HEAT1,2053,0.0
RE1,8,PHL_POW_HEAT,2020,0.0
RE1,8,PHL_POW_HEAT,2021,0.0
RE1,8,PHL_POW_HEAT,2022,0.0
RE1,8,PHL_POW_HEAT,2023,0.0
RE1,8,PHL_POW_HEAT,2024,0.0
RE1,8,PHL_POW_HEAT,2025,0.0
RE1,8,PHL_POW_HEAT,2026,0.0
RE1,8,PHL_POW_HEAT,2027,0.0
RE1,8,PHL_POW_HEAT,2028,0.0
RE1,8,PHL_POW_HEAT,2029,0.0
RE1,8,PHL_POW_HEAT,2030,0.0
RE1,8,PHL_POW_HEAT,2031,0.0
RE1,8,PHL_POW_HEAT,2032,0.0
RE1,8,PHL_POW_HEAT,2033,0.0
RE1,8,PHL_POW_HEAT,2034,0.0
RE1,8,PHL_POW_HEAT,2035,0.0
RE1,8,PHL_POW_HEAT,2036,0.0
RE1,8,PHL_POW_HEAT,2037,0.0
RE1,8,PHL_POW_HEAT,2038,0.0
RE1,8,PHL_POW_HEAT,2039,0.0
RE1,8,PHL_POW_HEAT,2040,0.0
RE1,8,PHL_POW_HEAT,2041,0.0
RE1,8,PHL_POW_HEAT,2042,0.0
RE1,8,PHL_POW_HEAT,2043,0.0
RE1,8,PHL_POW_HEAT,2044,0.0
RE1,8,PHL_POW_HEAT,2045,0.0
RE1,8,PHL_POW_HEAT,2046,0.0
RE1,8,PHL_POW_HEAT,2047,0.0
RE1,8,PHL_POW_HEAT,2048,0.0
RE1,8,PHL_POW_HEAT,2049,0.0
RE1,8,PHL_POW_HEAT,2050,0.0
RE1,8,PHL_POW_HEAT,2051,0.0
RE1,8,PHL_POW_HEAT,2052,0.0
RE1,8,PHL_POW_HEAT,2053,0.0
RE1,8,PHL_POW_ELE1,2020,0.0
RE1,8,PHL_POW_ELE1,2021,0.0
RE1,8,PHL_POW_ELE1,2022,0.0
RE1,8,PHL_POW_ELE1,2023,0.0
RE1,8,PHL_POW_ELE1,2024,0.0
RE1,8,PHL_POW_ELE1,2025,0.0
RE1,8,PHL_POW_ELE1,2026,0.0
RE1,8,PHL_POW_ELE1,2027,0.0
RE1,8,PHL_POW_ELE1,2028,0.0
RE1,8,PHL_POW_ELE1,2029,0.0
RE1,8,PHL_POW_ELE1,2030,0.0
RE1,8,PHL_POW_ELE1,2031,0.0
RE1,8,PHL_POW_ELE1,2032,0.0
RE1,8,PHL_POW_ELE1,2033,0.0
RE1,8,PHL_POW_ELE1,2034,0.0
RE1,8,PHL_POW_ELE1,2035,0.0
RE1,8,PHL_POW_ELE1,2036,0.0
RE1,8,PHL_POW_ELE1,2037,0.0
RE1,8,PHL_POW_ELE1,2038,0.0
RE1,8,PHL_POW_ELE1,2039,0.0
RE1,8,PHL_POW_ELE1,2040,0.0
RE1,8,PHL_POW_ELE1,2041,0.0
RE1,8,PHL_POW_ELE1,2042,0.0
RE1,8,PHL_POW_ELE1,2043,0.0
RE1,8,PHL_POW_ELE1,2044,0.0
RE1,8,PHL_POW_ELE1,2045,0.0
RE1,8,PHL_POW_ELE1,2046,0.0
RE1,8,PHL_POW_ELE1,2047,0.0
RE1,8,PHL_POW_ELE1,2048,0.0
RE1,8,PHL_POW_ELE1,2049,0.0
RE1,8,PHL_POW_ELE1,2050,0.0
RE1,8,PHL_POW_ELE1,2051,0.0
RE1,8,PHL_POW_ELE1,2052,0.0
RE1,8,PHL_POW_ELE1,2053,0.0
RE1,8,PHL_POW_ELE,2020,0.0
RE1,8,PHL_POW_ELE,2021,0.0
RE1,8,PHL_POW_ELE,2022,0.0
RE1,8,PHL_POW_ELE,2023,0.0
RE1,8,PHL_POW_ELE,2024,0.0
RE1,8,PHL_POW_ELE,2025,0.0
RE1,8,PHL_POW_ELE,2026,0.0
RE1,8,PHL_POW_ELE,2027,0.0
RE1,8,PHL_POW_ELE,2028,0.0
RE1,8,PHL_POW_ELE,2029,0.0
RE1,8,PHL_POW_ELE,2030,0.0
RE1,8,PHL_POW_ELE,2031,0.0
RE1,8,PHL_POW_ELE,2032,0.0
RE1,8,PHL_POW_ELE,2033,0.0
RE1,8,PHL_POW_ELE,2034,0.0
RE1,8,PHL_POW_ELE,2035,0.0
RE1,8,PHL_POW_ELE,2036,0.0
RE1,8,PHL_POW_ELE,2037,0.0
RE1,8,PHL_POW_ELE,2038,0.0
RE1,8,PHL_POW_ELE,2039,0.0
RE1,8,PHL_POW_ELE,2040,0.0
RE1,8,PHL_POW_ELE,2041,0.0
RE1,8,PHL_POW_ELE,2042,0.0
RE1,8,PHL_POW_ELE,2043,0.0
RE1,8,PHL_POW_ELE,2044,0.0
RE1,8,PHL_POW_ELE,2045,0.0
RE1,8,PHL_POW_ELE,2046,0.0
RE1,8,PHL_POW_ELE,2047,0.0
RE1,8,PHL_POW_ELE,2048,0.0
RE1,8,PHL_POW_ELE,2049,0.0
RE1,8,PHL_POW_ELE,2050,0.0
RE1,8,PHL_POW_ELE,2051,0.0
RE1,8,PHL_POW_ELE,2052,0.0
RE1,8,PHL_POW_ELE,2053,0.0
RE1,8,PHL_INDU_OTH,2020,7.2476
RE1,8,PHL_INDU_OTH,2021,7.4108
RE1,8,PHL_INDU_OTH,2022,7.5739
RE1,8,PHL_INDU_OTH,2023,7.7371
RE1,8,PHL_INDU_OTH,2024,7.9002
RE1,8,PHL_INDU_OTH,2025,8.0634
RE1,8,PHL_INDU_OTH,2026,8.2403
RE1,8,PHL_INDU_OTH,2027,8.4172
RE1,8,PHL_INDU_OTH,2028,8.5941
RE1,8,PHL_INDU_OTH,2029,8.771
RE1,8,PHL_INDU_OTH,2030,8.9479
RE1,8,PHL_INDU_OTH,2031,9.1488
RE1,8,PHL_INDU_OTH,2032,9.3498
RE1,8,PHL_INDU_OTH,2033,9.5508
RE1,8,PHL_INDU_OTH,2034,9.7517
RE1,8,PHL_INDU_OTH,2035,9.9527
RE1,8,PHL_INDU_OTH,2036,10.1918
RE1,8,PHL_INDU_OTH,2037,10.4309
RE1,8,PHL_INDU_OTH,2038,10.67
RE1,8,PHL_INDU_OTH,2039,10.9091
RE1,8,PHL_INDU_OTH,2040,11.1482
RE1,8,PHL_INDU_OTH,2041,11.4265
RE1,8,PHL_INDU_OTH,2042,11.7048
RE1,8,PHL_INDU_OTH,2043,11.9831
RE1,8,PHL_INDU_OTH,2044,12.2614
RE1,8,PHL_INDU_OTH,2045,12.5397
RE1,8,PHL_INDU_OTH,2046,12.857
RE1,8,PHL_INDU_OTH,2047,13.1743
RE1,8,PHL_INDU_OTH,2048,13.4917
RE1,8,PHL_INDU_OTH,2049,13.809
RE1,8,PHL_INDU_OTH,2050,14.1263
RE1,8,PHL_INDU_OTH,2051,14.4752
RE1,8,PHL_INDU_OTH,2052,14.8241
RE1,8,PHL_INDU_OTH,2053,15.173
RE1,8,PHL_INDU_OTHLPH,2020,0.0
RE1,8,PHL_INDU_OTHLPH,2021,0.0
RE1,8,PHL_INDU_OTHLPH,2022,0.0
RE1,8,PHL_INDU_OTHLPH,2023,0.0
RE1,8,PHL_INDU_OTHLPH,2024,0.0
RE1,8,PHL_INDU_OTHLPH,2025,0.0
RE1,8,PHL_INDU_OTHLPH,2026,0.0
RE1,8,PHL_INDU_OTHLPH,2027,0.0
RE1,8,PHL_INDU_OTHLPH,2028,0.0
RE1,8,PHL_INDU_OTHLPH,2029,0.0
RE1,8,PHL_INDU_OTHLPH,2030,0.0
RE1,8,PHL_INDU_OTHLPH,2031,0.0
RE1,8,PHL_INDU_OTHLPH,2032,0.0
RE1,8,PHL_INDU_OTHLPH,2033,0.0
RE1,8,PHL_INDU_OTHLPH,2034,0.0
RE1,8,PHL_INDU_OTHLPH,2035,0.0
RE1,8,PHL_INDU_OTHLPH,2036,0.0
RE1,8,PHL_INDU_OTHLPH,2037,0.0
RE1,8,PHL_INDU_OTHLPH,2038,0.0
RE1,8,PHL_INDU_OTHLPH,2039,0.0
RE1,8,PHL_INDU_OTHLPH,2040,0.0
RE1,8,PHL_INDU_OTHLPH,2041,0.0
RE1,8,PHL_INDU_OTHLPH,2042,0.0
RE1,8,PHL_INDU_OTHLPH,2043,0.0
RE1,8,PHL_INDU_OTHLPH,2044,0.0
RE1,8,PHL_INDU_OTHLPH,2045,0.0
RE1,8,PHL_INDU_OTHLPH,2046,0.0
RE1,8,PHL_INDU_OTHLPH,2047,0.0
RE1,8,PHL_INDU_OTHLPH,2048,0.0
RE1,8,PHL_INDU_OTHLPH,2049,0.0
RE1,8,PHL_INDU_OTHLPH,2050,0.0
RE1,8,PHL_INDU_OTHLPH,2051,0.0
RE1,8,PHL_INDU_OTHLPH,2052,0.0
RE1,8,PHL_INDU_OTHLPH,2053,0.0
RE1,8,PHL_INDU_OTHHPH,2020,0.0
RE1,8,PHL_INDU_OTHHPH,2021,0.0
RE1,8,PHL_INDU_OTHHPH,2022,0.0
RE1,8,PHL_INDU_OTHHPH,2023,0.0
RE1,8,PHL_INDU_OTHHPH,2024,0.0
RE1,8,PHL_INDU_OTHHPH,2025,0.0
RE1,8,PHL_INDU_OTHHPH,2026,0.0
RE1,8,PHL_INDU_OTHHPH,2027,0.0
RE1,8,PHL_INDU_OTHHPH,2028,0.0
RE1,8,PHL_INDU_OTHHPH,2029,0.0
RE1,8,PHL_INDU_OTHHPH,2030,0.0
RE1,8,PHL_INDU_OTHHPH,2031,0.0
RE1,8,PHL_INDU_OTHHPH,2032,0.0
RE1,8,PHL_INDU_OTHHPH,2033,0.0
RE1,8,PHL_INDU_OTHHPH,2034,0.0
RE1,8,PHL_INDU_OTHHPH,2035,0.0
RE1,8,PHL_INDU_OTHHPH,2036,0.0
RE1,8,PHL_INDU_OTHHPH,2037,0.0
RE1,8,PHL_INDU_OTHHPH,2038,0.0
RE1,8,PHL_INDU_OTHHPH,2039,0.0
RE1,8,PHL_INDU_OTHHPH,2040,0.0
RE1,8,PHL_INDU_OTHHPH,2041,0.0
RE1,8,PHL_INDU_OTHHPH,2042,0.0
RE1,8,PHL_INDU_OTHHPH,2043,0.0
RE1,8,PHL_INDU_OTHHPH,2044,0.0
RE1,8,PHL_INDU_OTHHPH,2045,0.0
RE1,8,PHL_INDU_OTHHPH,2046,0.0
RE1,8,PHL_INDU_OTHHPH,2047,0.0
RE1,8,PHL_INDU_OTHHPH,2048,0.0
RE1,8,PHL_INDU_OTHHPH,2049,0.0
RE1,8,PHL_INDU_OTHHPH,2050,0.0
RE1,8,PHL_INDU_OTHHPH,2051,0.0
RE1,8,PHL_INDU_OTHHPH,2052,0.0
RE1,8,PHL_INDU_OTHHPH,2053,0.0
RE1,8,PHL_INDU_ELE,2020,0.0
RE1,8,PHL_INDU_ELE,2021,0.0
RE1,8,PHL_INDU_ELE,2022,0.0
RE1,8,PHL_INDU_ELE,2023,0.0
RE1,8,PHL_INDU_ELE,2024,0.0
RE1,8,PHL_INDU_ELE,2025,0.0
RE1,8,PHL_INDU_ELE,2026,0.0
RE1,8,PHL_INDU_ELE,2027,0.0
RE1,8,PHL_INDU_ELE,2028,0.0
RE1,8,PHL_INDU_ELE,2029,0.0
RE1,8,PHL_INDU_ELE,2030,0.0
RE1,8,PHL_INDU_ELE,2031,0.0
RE1,8,PHL_INDU_ELE,2032,0.0
RE1,8,PHL_INDU_ELE,2033,0.0
RE1,8,PHL_INDU_ELE,2034,0.0
RE1,8,PHL_INDU_ELE,2035,0.0
RE1,8,PHL_INDU_ELE,2036,0.0
RE1,8,PHL_INDU_ELE,2037,0.0
RE1,8,PHL_INDU_ELE,2038,0.0
RE1,8,PHL_INDU_ELE,2039,0.0
RE1,8,PHL_INDU_ELE,2040,0.0
RE1,8,PHL_INDU_ELE,2041,0.0
RE1,8,PHL_INDU_ELE,2042,0.0
RE1,8,PHL_INDU_ELE,2043,0.0
RE1,8,PHL_INDU_ELE,2044,0.0
RE1,8,PHL_INDU_ELE,2045,0.0
RE1,8,PHL_INDU_ELE,2046,0.0
RE1,8,PHL_INDU_ELE,2047,0.0
RE1,8,PHL_INDU_ELE,2048,0.0
RE1,8,PHL_INDU_ELE,2049,0.0
RE1,8,PHL_INDU_ELE,2050,0.0
RE1,8,PHL_INDU_ELE,2051,0.0
RE1,8,PHL_INDU_ELE,2052,0.0
RE1,8,PHL_INDU_ELE,2053,0.0
RE1,8,PHL_TRA_FKMS,2020,0.0
RE1,8,PHL_TRA_FKMS,2021,0.0
RE1,8,PHL_TRA_FKMS,2022,0.0
RE1,8,PHL_TRA_FKMS,2023,0.0
RE1,8,PHL_TRA_FKMS,2024,0.0
RE1,8,PHL_TRA_FKMS,2025,0.0
RE1,8,PHL_TRA_FKMS,2026,0.0
RE1,8,PHL_TRA_FKMS,2027,0.0
RE1,8,PHL_TRA_FKMS,2028,0.0
RE1,8,PHL_TRA_FKMS,2029,0.0
RE1,8,PHL_TRA_FKMS,2030,0.0
RE1,8,PHL_TRA_FKMS,2031,0.0
RE1,8,PHL_TRA_FKMS,2032,0.0
RE1,8,PHL_TRA_FKMS,2033,0.0
RE1,8,PHL_TRA_FKMS,2034,0.0
RE1,8,PHL_TRA_FKMS,2035,0.0
RE1,8,PHL_TRA_FKMS,2036,0.0
RE1,8,PHL_TRA_FKMS,2037,0.0
RE1,8,PHL_TRA_FKMS,2038,0.0
RE1,8,PHL_TRA_FKMS,2039,0.0
RE1,8,PHL_TRA_FKMS,2040,0.0
RE1,8,PHL_TRA_FKMS,2041,0.0
RE1,8,PHL_TRA_FKMS,2042,0.0
RE1,8,PHL_TRA_FKMS,2043,0.0
RE1,8,PHL_TRA_FKMS,2044,0.0
RE1,8,PHL_TRA_FKMS,2045,0.0
RE1,8,PHL_TRA_FKMS,2046,0.0
RE1,8,PHL_TRA_FKMS,2047,0.0
RE1,8,PHL_TRA_FKMS,2048,0.0
RE1,8,PHL_TRA_FKMS,2049,0.0
RE1,8,PHL_TRA_FKMS,2050,0.0
RE1,8,PHL_TRA_FKMS,2051,0.0
RE1,8,PHL_TRA_FKMS,2052,0.0
RE1,8,PHL_TRA_FKMS,2053,0.0
RE1,8,PHL_TRA_FKMR,2020,0.0
RE1,8,PHL_TRA_FKMR,2021,0.0
RE1,8,PHL_TRA_FKMR,2022,0.0
RE1,8,PHL_TRA_FKMR,2023,0.0
RE1,8,PHL_TRA_FKMR,2024,0.0
RE1,8,PHL_TRA_FKMR,2025,0.0
RE1,8,PHL_TRA_FKMR,2026,0.0
RE1,8,PHL_TRA_FKMR,2027,0.0
RE1,8,PHL_TRA_FKMR,2028,0.0
RE1,8,PHL_TRA_FKMR,2029,0.0
RE1,8,PHL_TRA_FKMR,2030,0.0
RE1,8,PHL_TRA_FKMR,2031,0.0
RE1,8,PHL_TRA_FKMR,2032,0.0
RE1,8,PHL_TRA_FKMR,2033,0.0
RE1,8,PHL_TRA_FKMR,2034,0.0
RE1,8,PHL_TRA_FKMR,2035,0.0
RE1,8,PHL_TRA_FKMR,2036,0.0
RE1,8,PHL_TRA_FKMR,2037,0.0
RE1,8,PHL_TRA_FKMR,2038,0.0
RE1,8,PHL_TRA_FKMR,2039,0.0
RE1,8,PHL_TRA_FKMR,2040,0.0
RE1,8,PHL_TRA_FKMR,2041,0.0
RE1,8,PHL_TRA_FKMR,2042,0.0
RE1,8,PHL_TRA_FKMR,2043,0.0
RE1,8,PHL_TRA_FKMR,2044,0.0
RE1,8,PHL_TRA_FKMR,2045,0.0
RE1,8,PHL_TRA_FKMR,2046,0.0
RE1,8,PHL_TRA_FKMR,2047,0.0
RE1,8,PHL_TRA_FKMR,2048,0.0
RE1,8,PHL_TRA_FKMR,2049,0.0
RE1,8,PHL_TRA_FKMR,2050,0.0
RE1,8,PHL_TRA_FKMR,2051,0.0
RE1,8,PHL_TRA_FKMR,2052,0.0
RE1,8,PHL_TRA_FKMR,2053,0.0
RE1,8,PHL_TRA_PKMR,2020,0.0
RE1,8,PHL_TRA_PKMR,2021,0.0
RE1,8,PHL_TRA_PKMR,2022,0.0
RE1,8,PHL_TRA_PKMR,2023,0.0
RE1,8,PHL_TRA_PKMR,2024,0.0
RE1,8,PHL_TRA_PKMR,2025,0.0
RE1,8,PHL_TRA_PKMR,2026,0.0
RE1,8,PHL_TRA_PKMR,2027,0.0
RE1,8,PHL_TRA_PKMR,2028,0.0
RE1,8,PHL_TRA_PKMR,2029,0.0
RE1,8,PHL_TRA_PKMR,2030,0.0
RE1,8,PHL_TRA_PKMR,2031,0.0
RE1,8,PHL_TRA_PKMR,2032,0.0
RE1,8,PHL_TRA_PKMR,2033,0.0
RE1,8,PHL_TRA_PKMR,2034,0.0
RE1,8,PHL_TRA_PKMR,2035,0.0
RE1,8,PHL_TRA_PKMR,2036,0.0
RE1,8,PHL_TRA_PKMR,2037,0.0
RE1,8,PHL_TRA_PKMR,2038,0.0
RE1,8,PHL_TRA_PKMR,2039,0.0
RE1,8,PHL_TRA_PKMR,2040,0.0
RE1,8,PHL_TRA_PKMR,2041,0.0
RE1,8,PHL_TRA_PKMR,2042,0.0
RE1,8,PHL_TRA_PKMR,2043,0.0
RE1,8,PHL_TRA_PKMR,2044,0.0
RE1,8,PHL_TRA_PKMR,2045,0.0
RE1,8,PHL_TRA_PKMR,2046,0.0
RE1,8,PHL_TRA_PKMR,2047,0.0
RE1,8,PHL_TRA_PKMR,2048,0.0
RE1,8,PHL_TRA_PKMR,2049,0.0
RE1,8,PHL_TRA_PKMR,2050,0.0
RE1,8,PHL_TRA_PKMR,2051,0.0
RE1,8,PHL_TRA_PKMR,2052,0.0
RE1,8,PHL_TRA_PKMR,2053,0.0
RE1,8,PHL_TRA_PKMA,2020,0.0
RE1,8,PHL_TRA_PKMA,2021,0.0
RE1,8,PHL_TRA_PKMA,2022,0.0
RE1,8,PHL_TRA_PKMA,2023,0.0
RE1,8,PHL_TRA_PKMA,2024,0.0
RE1,8,PHL_TRA_PKMA,2025,0.0
RE1,8,PHL_TRA_PKMA,2026,0.0
RE1,8,PHL_TRA_PKMA,2027,0.0
RE1,8,PHL_TRA_PKMA,2028,0.0
RE1,8,PHL_TRA_PKMA,2029,0.0
RE1,8,PHL_TRA_PKMA,2030,0.0
RE1,8,PHL_TRA_PKMA,2031,0.0
RE1,8,PHL_TRA_PKMA,2032,0.0
RE1,8,PHL_TRA_PKMA,2033,0.0
RE1,8,PHL_TRA_PKMA,2034,0.0
RE1,8,PHL_TRA_PKMA,2035,0.0
RE1,8,PHL_TRA_PKMA,2036,0.0
RE1,8,PHL_TRA_PKMA,2037,0.0
RE1,8,PHL_TRA_PKMA,2038,0.0
RE1,8,PHL_TRA_PKMA,2039,0.0
RE1,8,PHL_TRA_PKMA,2040,0.0
RE1,8,PHL_TRA_PKMA,2041,0.0
RE1,8,PHL_TRA_PKMA,2042,0.0
RE1,8,PHL_TRA_PKMA,2043,0.0
RE1,8,PHL_TRA_PKMA,2044,0.0
RE1,8,PHL_TRA_PKMA,2045,0.0
RE1,8,PHL_TRA_PKMA,2046,0.0
RE1,8,PHL_TRA_PKMA,2047,0.0
RE1,8,PHL_TRA_PKMA,2048,0.0
RE1,8,PHL_TRA_PKMA,2049,0.0
RE1,8,PHL_TRA_PKMA,2050,0.0
RE1,8,PHL_TRA_PKMA,2051,0.0
RE1,8,PHL_TRA_PKMA,2052,0.0
RE1,8,PHL_TRA_PKMA,2053,0.0
RE1,8,PHL_TRA_FKMTL,2020,0.0
RE1,8,PHL_TRA_FKMTL,2021,0.0
RE1,8,PHL_TRA_FKMTL,2022,0.0
RE1,8,PHL_TRA_FKMTL,2023,0.0
RE1,8,PHL_TRA_FKMTL,2024,0.0
RE1,8,PHL_TRA_FKMTL,2025,0.0
RE1,8,PHL_TRA_FKMTL,2026,0.0
RE1,8,PHL_TRA_FKMTL,2027,0.0
RE1,8,PHL_TRA_FKMTL,2028,0.0
RE1,8,PHL_TRA_FKMTL,2029,0.0
RE1,8,PHL_TRA_FKMTL,2030,0.0
RE1,8,PHL_TRA_FKMTL,2031,0.0
RE1,8,PHL_TRA_FKMTL,2032,0.0
RE1,8,PHL_TRA_FKMTL,2033,0.0
RE1,8,PHL_TRA_FKMTL,2034,0.0
RE1,8,PHL_TRA_FKMTL,2035,0.0
RE1,8,PHL_TRA_FKMTL,2036,0.0
RE1,8,PHL_TRA_FKMTL,2037,0.0
RE1,8,PHL_TRA_FKMTL,2038,0.0
RE1,8,PHL_TRA_FKMTL,2039,0.0
RE1,8,PHL_TRA_FKMTL,2040,0.0
RE1,8,PHL_TRA_FKMTL,2041,0.0
RE1,8,PHL_TRA_FKMTL,2042,0.0
RE1,8,PHL_TRA_FKMTL,2043,0.0
RE1,8,PHL_TRA_FKMTL,2044,0.0
RE1,8,PHL_TRA_FKMTL,2045,0.0
RE1,8,PHL_TRA_FKMTL,2046,0.0
RE1,8,PHL_TRA_FKMTL,2047,0.0
RE1,8,PHL_TRA_FKMTL,2048,0.0
RE1,8,PHL_TRA_FKMTL,2049,0.0
RE1,8,PHL_TRA_FKMTL,2050,0.0
RE1,8,PHL_TRA_FKMTL,2051,0.0
RE1,8,PHL_TRA_FKMTL,2052,0.0
RE1,8,PHL_TRA_FKMTL,2053,0.0
RE1,8,PHL_TRA_FKMTH,2020,0.0
RE1,8,PHL_TRA_FKMTH,2021,0.0
RE1,8,PHL_TRA_FKMTH,2022,0.0
RE1,8,PHL_TRA_FKMTH,2023,0.0
RE1,8,PHL_TRA_FKMTH,2024,0.0
RE1,8,PHL_TRA_FKMTH,2025,0.0
RE1,8,PHL_TRA_FKMTH,2026,0.0
RE1,8,PHL_TRA_FKMTH,2027,0.0
RE1,8,PHL_TRA_FKMTH,2028,0.0
RE1,8,PHL_TRA_FKMTH,2029,0.0
RE1,8,PHL_TRA_FKMTH,2030,0.0
RE1,8,PHL_TRA_FKMTH,2031,0.0
RE1,8,PHL_TRA_FKMTH,2032,0.0
RE1,8,PHL_TRA_FKMTH,2033,0.0
RE1,8,PHL_TRA_FKMTH,2034,0.0
RE1,8,PHL_TRA_FKMTH,2035,0.0
RE1,8,PHL_TRA_FKMTH,2036,0.0
RE1,8,PHL_TRA_FKMTH,2037,0.0
RE1,8,PHL_TRA_FKMTH,2038,0.0
RE1,8,PHL_TRA_FKMTH,2039,0.0
RE1,8,PHL_TRA_FKMTH,2040,0.0
RE1,8,PHL_TRA_FKMTH,2041,0.0
RE1,8,PHL_TRA_FKMTH,2042,0.0
RE1,8,PHL_TRA_FKMTH,2043,0.0
RE1,8,PHL_TRA_FKMTH,2044,0.0
RE1,8,PHL_TRA_FKMTH,2045,0.0
RE1,8,PHL_TRA_FKMTH,2046,0.0
RE1,8,PHL_TRA_FKMTH,2047,0.0
RE1,8,PHL_TRA_FKMTH,2048,0.0
RE1,8,PHL_TRA_FKMTH,2049,0.0
RE1,8,PHL_TRA_FKMTH,2050,0.0
RE1,8,PHL_TRA_FKMTH,2051,0.0
RE1,8,PHL_TRA_FKMTH,2052,0.0
RE1,8,PHL_TRA_FKMTH,2053,0.0
RE1,8,PHL_TRA_PKMV,2020,0.0
RE1,8,PHL_TRA_PKMV,2021,0.0
RE1,8,PHL_TRA_PKMV,2022,0.0
RE1,8,PHL_TRA_PKMV,2023,0.0
RE1,8,PHL_TRA_PKMV,2024,0.0
RE1,8,PHL_TRA_PKMV,2025,0.0
RE1,8,PHL_TRA_PKMV,2026,0.0
RE1,8,PHL_TRA_PKMV,2027,0.0
RE1,8,PHL_TRA_PKMV,2028,0.0
RE1,8,PHL_TRA_PKMV,2029,0.0
RE1,8,PHL_TRA_PKMV,2030,0.0
RE1,8,PHL_TRA_PKMV,2031,0.0
RE1,8,PHL_TRA_PKMV,2032,0.0
RE1,8,PHL_TRA_PKMV,2033,0.0
RE1,8,PHL_TRA_PKMV,2034,0.0
RE1,8,PHL_TRA_PKMV,2035,0.0
RE1,8,PHL_TRA_PKMV,2036,0.0
RE1,8,PHL_TRA_PKMV,2037,0.0
RE1,8,PHL_TRA_PKMV,2038,0.0
RE1,8,PHL_TRA_PKMV,2039,0.0
RE1,8,PHL_TRA_PKMV,2040,0.0
RE1,8,PHL_TRA_PKMV,2041,0.0
RE1,8,PHL_TRA_PKMV,2042,0.0
RE1,8,PHL_TRA_PKMV,2043,0.0
RE1,8,PHL_TRA_PKMV,2044,0.0
RE1,8,PHL_TRA_PKMV,2045,0.0
RE1,8,PHL_TRA_PKMV,2046,0.0
RE1,8,PHL_TRA_PKMV,2047,0.0
RE1,8,PHL_TRA_PKMV,2048,0.0
RE1,8,PHL_TRA_PKMV,2049,0.0
RE1,8,PHL_TRA_PKMV,2050,0.0
RE1,8,PHL_TRA_PKMV,2051,0.0
RE1,8,PHL_TRA_PKMV,2052,0.0
RE1,8,PHL_TRA_PKMV,2053,0.0
RE1,8,PHL_TRA_PKMB,2020,0.0
RE1,8,PHL_TRA_PKMB,2021,0.0
RE1,8,PHL_TRA_PKMB,2022,0.0
RE1,8,PHL_TRA_PKMB,2023,0.0
RE1,8,PHL_TRA_PKMB,2024,0.0
RE1,8,PHL_TRA_PKMB,2025,0.0
RE1,8,PHL_TRA_PKMB,2026,0.0
RE1,8,PHL_TRA_PKMB,2027,0.0
RE1,8,PHL_TRA_PKMB,2028,0.0
RE1,8,PHL_TRA_PKMB,2029,0.0
RE1,8,PHL_TRA_PKMB,2030,0.0
RE1,8,PHL_TRA_PKMB,2031,0.0
RE1,8,PHL_TRA_PKMB,2032,0.0
RE1,8,PHL_TRA_PKMB,2033,0.0
RE1,8,PHL_TRA_PKMB,2034,0.0
RE1,8,PHL_TRA_PKMB,2035,0.0
RE1,8,PHL_TRA_PKMB,2036,0.0
RE1,8,PHL_TRA_PKMB,2037,0.0
RE1,8,PHL_TRA_PKMB,2038,0.0
RE1,8,PHL_TRA_PKMB,2039,0.0
RE1,8,PHL_TRA_PKMB,2040,0.0
RE1,8,PHL_TRA_PKMB,2041,0.0
RE1,8,PHL_TRA_PKMB,2042,0.0
RE1,8,PHL_TRA_PKMB,2043,0.0
RE1,8,PHL_TRA_PKMB,2044,0.0
RE1,8,PHL_TRA_PKMB,2045,0.0
RE1,8,PHL_TRA_PKMB,2046,0.0
RE1,8,PHL_TRA_PKMB,2047,0.0
RE1,8,PHL_TRA_PKMB,2048,0.0
RE1,8,PHL_TRA_PKMB,2049,0.0
RE1,8,PHL_TRA_PKMB,2050,0.0
RE1,8,PHL_TRA_PKMB,2051,0.0
RE1,8,PHL_TRA_PKMB,2052,0.0
RE1,8,PHL_TRA_PKMB,2053,0.0
RE1,8,PHL_TRA_PKMC,2020,0.0
RE1,8,PHL_TRA_PKMC,2021,0.0
RE1,8,PHL_TRA_PKMC,2022,0.0
RE1,8,PHL_TRA_PKMC,2023,0.0
RE1,8,PHL_TRA_PKMC,2024,0.0
RE1,8,PHL_TRA_PKMC,2025,0.0
RE1,8,PHL_TRA_PKMC,2026,0.0
RE1,8,PHL_TRA_PKMC,2027,0.0
RE1,8,PHL_TRA_PKMC,2028,0.0
RE1,8,PHL_TRA_PKMC,2029,0.0
