r,l,f,y,Demand
RE1,15,PHL_AGR_MOT,2024,0.3904
RE1,15,PHL_AGR_MOT,2025,0.3985
RE1,15,PHL_AGR_MOT,2026,0.4072
RE1,15,PHL_AGR_MOT,2027,0.416
RE1,15,PHL_AGR_MOT,2028,0.4247
RE1,15,PHL_AGR_MOT,2029,0.4335
RE1,15,PHL_AGR_MOT,2030,0.4422
RE1,15,PHL_AGR_MOT,2031,0.4521
RE1,15,PHL_AGR_MOT,2032,0.4621
RE1,15,PHL_AGR_MOT,2033,0.472
RE1,15,PHL_AGR_MOT,2034,0.4819
RE1,15,PHL_AGR_MOT,2035,0.4919
RE1,15,PHL_AGR_MOT,2036,0.5037
RE1,15,PHL_AGR_MOT,2037,0.5155
RE1,15,PHL_AGR_MOT,2038,0.5273
RE1,15,PHL_AGR_MOT,2039,0.5391
RE1,15,PHL_AGR_MOT,2040,0.5509
RE1,15,PHL_AGR_MOT,2041,0.5647
RE1,15,PHL_AGR_MOT,2042,0.5784
RE1,15,PHL_AGR_MOT,2043,0.5922
RE1,15,PHL_AGR_MOT,2044,0.606
RE1,15,PHL_AGR_MOT,2045,0.6197
RE1,15,PHL_AGR_MOT,2046,0.6354
RE1,15,PHL_AGR_MOT,2047,0.6511
RE1,15,PHL_AGR_MOT,2048,0.6668
RE1,15,PHL_AGR_MOT,2049,0.6824
RE1,15,PHL_AGR_MOT,2050,0.6981
RE1,15,PHL_AGR_MOT,2051,0.7154
RE1,15,PHL_AGR_MOT,2052,0.7326
RE1,15,PHL_AGR_MOT,2053,0.7498
RE1,15,PHL_AGR_PRO,2020,0.4217
RE1,15,PHL_AGR_PRO,2021,0.4312
RE1,15,PHL_AGR_PRO,2022,0.4407
RE1,15,PHL_AGR_PRO,2023,0.4502
RE1,15,PHL_AGR_PRO,2024,0.4597
RE1,15,PHL_AGR_PRO,2025,0.4692
RE1,15,PHL_AGR_PRO,2026,0.4795
RE1,15,PHL_AGR_PRO,2027,0.4898
RE1,15,PHL_AGR_PRO,2028,0.5001
RE1,15,PHL_AGR_PRO,2029,0.5104
RE1,15,PHL_AGR_PRO,2030,0.5207
RE1,15,PHL_AGR_PRO,2031,0.5324
RE1,15,PHL_AGR_PRO,2032,0.5441
RE1,15,PHL_AGR_PRO,2033,0.5558
RE1,15,PHL_AGR_PRO,2034,0.5675
RE1,15,PHL_AGR_PRO,2035,0.5792
RE1,15,PHL_AGR_PRO,2036,0.5931
RE1,15,PHL_AGR_PRO,2037,0.607
RE1,15,PHL_AGR_PRO,2038,0.6209
RE1,15,PHL_AGR_PRO,2039,0.6348
RE1,15,PHL_AGR_PRO,2040,0.6487
RE1,15,PHL_AGR_PRO,2041,0.6649
RE1,15,PHL_AGR_PRO,2042,0.6811
RE1,15,PHL_AGR_PRO,2043,0.6973
RE1,15,PHL_AGR_PRO,2044,0.7135
RE1,15,PHL_AGR_PRO,2045,0.7297
RE1,15,PHL_AGR_PRO,2046,0.7482
RE1,15,PHL_AGR_PRO,2047,0.7666
RE1,15,PHL_AGR_PRO,2048,0.7851
RE1,15,PHL_AGR_PRO,2049,0.8036
RE1,15,PHL_AGR_PRO,2050,0.822
RE1,15,PHL_AGR_PRO,2051,0.8423
RE1,15,PHL_AGR_PRO,2052,0.8626
RE1,15,PHL_AGR_PRO,2053,0.8829
RE1,15,PHL_AGR_HEAT,2020,0.0
RE1,15,PHL_AGR_HEAT,2021,0.0
RE1,15,PHL_AGR_HEAT,2022,0.0
RE1,15,PHL_AGR_HEAT,2023,0.0
RE1,15,PHL_AGR_HEAT,2024,0.0
RE1,15,PHL_AGR_HEAT,2025,0.0
RE1,15,PHL_AGR_HEAT,2026,0.0
RE1,15,PHL_AGR_HEAT,2027,0.0
RE1,15,PHL_AGR_HEAT,2028,0.0
RE1,15,PHL_AGR_HEAT,2029,0.0
RE1,15,PHL_AGR_HEAT,2030,0.0
RE1,15,PHL_AGR_HEAT,2031,0.0
RE1,15,PHL_AGR_HEAT,2032,0.0
RE1,15,PHL_AGR_HEAT,2033,0.0
RE1,15,PHL_AGR_HEAT,2034,0.0
RE1,15,PHL_AGR_HEAT,2035,0.0
RE1,15,PHL_AGR_HEAT,2036,0.0
RE1,15,PHL_AGR_HEAT,2037,0.0
RE1,15,PHL_AGR_HEAT,2038,0.0
RE1,15,PHL_AGR_HEAT,2039,0.0
RE1,15,PHL_AGR_HEAT,2040,0.0
RE1,15,PHL_AGR_HEAT,2041,0.0
RE1,15,PHL_AGR_HEAT,2042,0.0
RE1,15,PHL_AGR_HEAT,2043,0.0
RE1,15,PHL_AGR_HEAT,2044,0.0
RE1,15,PHL_AGR_HEAT,2045,0.0
RE1,15,PHL_AGR_HEAT,2046,0.0
RE1,15,PHL_AGR_HEAT,2047,0.0
RE1,15,PHL_AGR_HEAT,2048,0.0
RE1,15,PHL_AGR_HEAT,2049,0.0
RE1,15,PHL_AGR_HEAT,2050,0.0
RE1,15,PHL_AGR_HEAT,2051,0.0
RE1,15,PHL_AGR_HEAT,2052,0.0
RE1,15,PHL_AGR_HEAT,2053,0.0
RE1,15,PHL_AGR_ELEF,2020,0.0
RE1,15,PHL_AGR_ELEF,2021,0.0
RE1,15,PHL_AGR_ELEF,2022,0.0
RE1,15,PHL_AGR_ELEF,2023,0.0
RE1,15,PHL_AGR_ELEF,2024,0.0
RE1,15,PHL_AGR_ELEF,2025,0.0
RE1,15,PHL_AGR_ELEF,2026,0.0
RE1,15,PHL_AGR_ELEF,2027,0.0
RE1,15,PHL_AGR_ELEF,2028,0.0
RE1,15,PHL_AGR_ELEF,2029,0.0
RE1,15,PHL_AGR_ELEF,2030,0.0
RE1,15,PHL_AGR_ELEF,2031,0.0
RE1,15,PHL_AGR_ELEF,2032,0.0
RE1,15,PHL_AGR_ELEF,2033,0.0
RE1,15,PHL_AGR_ELEF,2034,0.0
RE1,15,PHL_AGR_ELEF,2035,0.0
RE1,15,PHL_AGR_ELEF,2036,0.0
RE1,15,PHL_AGR_ELEF,2037,0.0
RE1,15,PHL_AGR_ELEF,2038,0.0
RE1,15,PHL_AGR_ELEF,2039,0.0
RE1,15,PHL_AGR_ELEF,2040,0.0
RE1,15,PHL_AGR_ELEF,2041,0.0
RE1,15,PHL_AGR_ELEF,2042,0.0
RE1,15,PHL_AGR_ELEF,2043,0.0
RE1,15,PHL_AGR_ELEF,2044,0.0
RE1,15,PHL_AGR_ELEF,2045,0.0
RE1,15,PHL_AGR_ELEF,2046,0.0
RE1,15,PHL_AGR_ELEF,2047,0.0
RE1,15,PHL_AGR_ELEF,2048,0.0
RE1,15,PHL_AGR_ELEF,2049,0.0
RE1,15,PHL_AGR_ELEF,2050,0.0
RE1,15,PHL_AGR_ELEF,2051,0.0
RE1,15,PHL_AGR_ELEF,2052,0.0
RE1,15,PHL_AGR_ELEF,2053,0.0
RE1,15,PHL_AGR_ELE,2020,0.0
RE1,15,PHL_AGR_ELE,2021,0.0
RE1,15,PHL_AGR_ELE,2022,0.0
RE1,15,PHL_AGR_ELE,2023,0.0
RE1,15,PHL_AGR_ELE,2024,0.0
RE1,15,PHL_AGR_ELE,2025,0.0
RE1,15,PHL_AGR_ELE,2026,0.0
RE1,15,PHL_AGR_ELE,2027,0.0
RE1,15,PHL_AGR_ELE,2028,0.0
RE1,15,PHL_AGR_ELE,2029,0.0
RE1,15,PHL_AGR_ELE,2030,0.0
RE1,15,PHL_AGR_ELE,2031,0.0
RE1,15,PHL_AGR_ELE,2032,0.0
RE1,15,PHL_AGR_ELE,2033,0.0
RE1,15,PHL_AGR_ELE,2034,0.0
RE1,15,PHL_AGR_ELE,2035,0.0
RE1,15,PHL_AGR_ELE,2036,0.0
RE1,15,PHL_AGR_ELE,2037,0.0
RE1,15,PHL_AGR_ELE,2038,0.0
RE1,15,PHL_AGR_ELE,2039,0.0
RE1,15,PHL_AGR_ELE,2040,0.0
RE1,15,PHL_AGR_ELE,2041,0.0
RE1,15,PHL_AGR_ELE,2042,0.0
RE1,15,PHL_AGR_ELE,2043,0.0
RE1,15,PHL_AGR_ELE,2044,0.0
RE1,15,PHL_AGR_ELE,2045,0.0
RE1,15,PHL_AGR_ELE,2046,0.0
RE1,15,PHL_AGR_ELE,2047,0.0
RE1,15,PHL_AGR_ELE,2048,0.0
RE1,15,PHL_AGR_ELE,2049,0.0
RE1,15,PHL_AGR_ELE,2050,0.0
RE1,15,PHL_AGR_ELE,2051,0.0
RE1,15,PHL_AGR_ELE,2052,0.0
RE1,15,PHL_AGR_ELE,2053,0.0
RE1,15,PHL_LND_LOTH,2020,0.0
RE1,15,PHL_LND_LOTH,2021,0.0
RE1,15,PHL_LND_LOTH,2022,0.0
RE1,15,PHL_LND_LOTH,2023,0.0
RE1,15,PHL_LND_LOTH,2024,0.0
RE1,15,PHL_LND_LOTH,2025,0.0
RE1,15,PHL_LND_LOTH,2026,0.0
RE1,15,PHL_LND_LOTH,2027,0.0
RE1,15,PHL_LND_LOTH,2028,0.0
RE1,15,PHL_LND_LOTH,2029,0.0
RE1,15,PHL_LND_LOTH,2030,0.0
RE1,15,PHL_LND_LOTH,2031,0.0
RE1,15,PHL_LND_LOTH,2032,0.0
RE1,15,PHL_LND_LOTH,2033,0.0
RE1,15,PHL_LND_LOTH,2034,0.0
RE1,15,PHL_LND_LOTH,2035,0.0
RE1,15,PHL_LND_LOTH,2036,0.0
RE1,15,PHL_LND_LOTH,2037,0.0
RE1,15,PHL_LND_LOTH,2038,0.0
RE1,15,PHL_LND_LOTH,2039,0.0
RE1,15,PHL_LND_LOTH,2040,0.0
RE1,15,PHL_LND_LOTH,2041,0.0
RE1,15,PHL_LND_LOTH,2042,0.0
RE1,15,PHL_LND_LOTH,2043,0.0
RE1,15,PHL_LND_LOTH,2044,0.0
RE1,15,PHL_LND_LOTH,2045,0.0
RE1,15,PHL_LND_LOTH,2046,0.0
RE1,15,PHL_LND_LOTH,2047,0.0
RE1,15,PHL_LND_LOTH,2048,0.0
RE1,15,PHL_LND_LOTH,2049,0.0
RE1,15,PHL_LND_LOTH,2050,0.0
RE1,15,PHL_LND_LOTH,2051,0.0
RE1,15,PHL_LND_LOTH,2052,0.0
RE1,15,PHL_LND_LOTH,2053,0.0
RE1,15,PHL_LND_LGRS,2020,0.0
RE1,15,PHL_LND_LGRS,2021,0.0
RE1,15,PHL_LND_LGRS,2022,0.0
RE1,15,PHL_LND_LGRS,2023,0.0
RE1,15,PHL_LND_LGRS,2024,0.0
RE1,15,PHL_LND_LGRS,2025,0.0
RE1,15,PHL_LND_LGRS,2026,0.0
RE1,15,PHL_LND_LGRS,2027,0.0
RE1,15,PHL_LND_LGRS,2028,0.0
RE1,15,PHL_LND_LGRS,2029,0.0
RE1,15,PHL_LND_LGRS,2030,0.0
RE1,15,PHL_LND_LGRS,2031,0.0
RE1,15,PHL_LND_LGRS,2032,0.0
RE1,15,PHL_LND_LGRS,2033,0.0
RE1,15,PHL_LND_LGRS,2034,0.0
RE1,15,PHL_LND_LGRS,2035,0.0
RE1,15,PHL_LND_LGRS,2036,0.0
RE1,15,PHL_LND_LGRS,2037,0.0
RE1,15,PHL_LND_LGRS,2038,0.0
RE1,15,PHL_LND_LGRS,2039,0.0
RE1,15,PHL_LND_LGRS,2040,0.0
RE1,15,PHL_LND_LGRS,2041,0.0
RE1,15,PHL_LND_LGRS,2042,0.0
RE1,15,PHL_LND_LGRS,2043,0.0
RE1,15,PHL_LND_LGRS,2044,0.0
RE1,15,PHL_LND_LGRS,2045,0.0
RE1,15,PHL_LND_LGRS,2046,0.0
RE1,15,PHL_LND_LGRS,2047,0.0
RE1,15,PHL_LND_LGRS,2048,0.0
RE1,15,PHL_LND_LGRS,2049,0.0
RE1,15,PHL_LND_LGRS,2050,0.0
RE1,15,PHL_LND_LGRS,2051,0.0
RE1,15,PHL_LND_LGRS,2052,0.0
RE1,15,PHL_LND_LGRS,2053,0.0
RE1,15,PHL_LND_LBLT,2020,0.0
RE1,15,PHL_LND_LBLT,2021,0.0
RE1,15,PHL_LND_LBLT,2022,0.0
RE1,15,PHL_LND_LBLT,2023,0.0
RE1,15,PHL_LND_LBLT,2024,0.0
RE1,15,PHL_LND_LBLT,2025,0.0
RE1,15,PHL_LND_LBLT,2026,0.0
RE1,15,PHL_LND_LBLT,2027,0.0
RE1,15,PHL_LND_LBLT,2028,0.0
RE1,15,PHL_LND_LBLT,2029,0.0
RE1,15,PHL_LND_LBLT,2030,0.0
RE1,15,PHL_LND_LBLT,2031,0.0
RE1,15,PHL_LND_LBLT,2032,0.0
RE1,15,PHL_LND_LBLT,2033,0.0
RE1,15,PHL_LND_LBLT,2034,0.0
RE1,15,PHL_LND_LBLT,2035,0.0
RE1,15,PHL_LND_LBLT,2036,0.0
RE1,15,PHL_LND_LBLT,2037,0.0
RE1,15,PHL_LND_LBLT,2038,0.0
RE1,15,PHL_LND_LBLT,2039,0.0
RE1,15,PHL_LND_LBLT,2040,0.0
RE1,15,PHL_LND_LBLT,2041,0.0
RE1,15,PHL_LND_LBLT,2042,0.0
RE1,15,PHL_LND_LBLT,2043,0.0
RE1,15,PHL_LND_LBLT,2044,0.0
RE1,15,PHL_LND_LBLT,2045,0.0
RE1,15,PHL_LND_LBLT,2046,0.0
RE1,15,PHL_LND_LBLT,2047,0.0
RE1,15,PHL_LND_LBLT,2048,0.0
RE1,15,PHL_LND_LBLT,2049,0.0
RE1,15,PHL_LND_LBLT,2050,0.0
RE1,15,PHL_LND_LBLT,2051,0.0
RE1,15,PHL_LND_LBLT,2052,0.0
RE1,15,PHL_LND_LBLT,2053,0.0
RE1,15,PHL_LND_LWAT,2020,0.0
RE1,15,PHL_LND_LWAT,2021,0.0
RE1,15,PHL_LND_LWAT,2022,0.0
RE1,15,PHL_LND_LWAT,2023,0.0
RE1,15,PHL_LND_LWAT,2024,0.0
RE1,15,PHL_LND_LWAT,2025,0.0
RE1,15,PHL_LND_LWAT,2026,0.0
RE1,15,PHL_LND_LWAT,2027,0.0
RE1,15,PHL_LND_LWAT,2028,0.0
RE1,15,PHL_LND_LWAT,2029,0.0
RE1,15,PHL_LND_LWAT,2030,0.0
RE1,15,PHL_LND_LWAT,2031,0.0
RE1,15,PHL_LND_LWAT,2032,0.0
RE1,15,PHL_LND_LWAT,2033,0.0
RE1,15,PHL_LND_LWAT,2034,0.0
RE1,15,PHL_LND_LWAT,2035,0.0
RE1,15,PHL_LND_LWAT,2036,0.0
RE1,15,PHL_LND_LWAT,2037,0.0
RE1,15,PHL_LND_LWAT,2038,0.0
RE1,15,PHL_LND_LWAT,2039,0.0
RE1,15,PHL_LND_LWAT,2040,0.0
RE1,15,PHL_LND_LWAT,2041,0.0
RE1,15,PHL_LND_LWAT,2042,0.0
RE1,15,PHL_LND_LWAT,2043,0.0
RE1,15,PHL_LND_LWAT,2044,0.0
RE1,15,PHL_LND_LWAT,2045,0.0
RE1,15,PHL_LND_LWAT,2046,0.0
RE1,15,PHL_LND_LWAT,2047,0.0
RE1,15,PHL_LND_LWAT,2048,0.0
RE1,15,PHL_LND_LWAT,2049,0.0
RE1,15,PHL_LND_LWAT,2050,0.0
RE1,15,PHL_LND_LWAT,2051,0.0
RE1,15,PHL_LND_LWAT,2052,0.0
RE1,15,PHL_LND_LWAT,2053,0.0
RE1,15,PHL_LND_LFOR,2020,0.0
RE1,15,PHL_LND_LFOR,2021,0.0
RE1,15,PHL_LND_LFOR,2022,0.0
RE1,15,PHL_LND_LFOR,2023,0.0
RE1,15,PHL_LND_LFOR,2024,0.0
RE1,15,PHL_LND_LFOR,2025,0.0
RE1,15,PHL_LND_LFOR,2026,0.0
RE1,15,PHL_LND_LFOR,2027,0.0
RE1,15,PHL_LND_LFOR,2028,0.0
RE1,15,PHL_LND_LFOR,2029,0.0
RE1,15,PHL_LND_LFOR,2030,0.0
RE1,15,PHL_LND_LFOR,2031,0.0
RE1,15,PHL_LND_LFOR,2032,0.0
RE1,15,PHL_LND_LFOR,2033,0.0
RE1,15,PHL_LND_LFOR,2034,0.0
RE1,15,PHL_LND_LFOR,2035,0.0
RE1,15,PHL_LND_LFOR,2036,0.0
RE1,15,PHL_LND_LFOR,2037,0.0
RE1,15,PHL_LND_LFOR,2038,0.0
RE1,15,PHL_LND_LFOR,2039,0.0
RE1,15,PHL_LND_LFOR,2040,0.0
RE1,15,PHL_LND_LFOR,2041,0.0
RE1,15,PHL_LND_LFOR,2042,0.0
RE1,15,PHL_LND_LFOR,2043,0.0
RE1,15,PHL_LND_LFOR,2044,0.0
RE1,15,PHL_LND_LFOR,2045,0.0
RE1,15,PHL_LND_LFOR,2046,0.0
RE1,15,PHL_LND_LFOR,2047,0.0
RE1,15,PHL_LND_LFOR,2048,0.0
RE1,15,PHL_LND_LFOR,2049,0.0
RE1,15,PHL_LND_LFOR,2050,0.0
RE1,15,PHL_LND_LFOR,2051,0.0
RE1,15,PHL_LND_LFOR,2052,0.0
RE1,15,PHL_LND_LFOR,2053,0.0
RE1,15,PHL_LND_LCRP,2020,0.0
RE1,15,PHL_LND_LCRP,2021,0.0
RE1,15,PHL_LND_LCRP,2022,0.0
RE1,15,PHL_LND_LCRP,2023,0.0
RE1,15,PHL_LND_LCRP,2024,0.0
RE1,15,PHL_LND_LCRP,2025,0.0
RE1,15,PHL_LND_LCRP,2026,0.0
RE1,15,PHL_LND_LCRP,2027,0.0
RE1,15,PHL_LND_LCRP,2028,0.0
RE1,15,PHL_LND_LCRP,2029,0.0
RE1,15,PHL_LND_LCRP,2030,0.0
RE1,15,PHL_LND_LCRP,2031,0.0
RE1,15,PHL_LND_LCRP,2032,0.0
RE1,15,PHL_LND_LCRP,2033,0.0
RE1,15,PHL_LND_LCRP,2034,0.0
RE1,15,PHL_LND_LCRP,2035,0.0
RE1,15,PHL_LND_LCRP,2036,0.0
RE1,15,PHL_LND_LCRP,2037,0.0
RE1,15,PHL_LND_LCRP,2038,0.0
RE1,15,PHL_LND_LCRP,2039,0.0
RE1,15,PHL_LND_LCRP,2040,0.0
RE1,15,PHL_LND_LCRP,2041,0.0
RE1,15,PHL_LND_LCRP,2042,0.0
RE1,15,PHL_LND_LCRP,2043,0.0
RE1,15,PHL_LND_LCRP,2044,0.0
RE1,15,PHL_LND_LCRP,2045,0.0
RE1,15,PHL_LND_LCRP,2046,0.0
RE1,15,PHL_LND_LCRP,2047,0.0
RE1,15,PHL_LND_LCRP,2048,0.0
RE1,15,PHL_LND_LCRP,2049,0.0
RE1,15,PHL_LND_LCRP,2050,0.0
RE1,15,PHL_LND_LCRP,2051,0.0
RE1,15,PHL_LND_LCRP,2052,0.0
RE1,15,PHL_LND_LCRP,2053,0.0
RE1,15,PHL_LND,2020,0.0
RE1,15,PHL_LND,2021,0.0
RE1,15,PHL_LND,2022,0.0
RE1,15,PHL_LND,2023,0.0
RE1,15,PHL_LND,2024,0.0
RE1,15,PHL_LND,2025,0.0
RE1,15,PHL_LND,2026,0.0
RE1,15,PHL_LND,2027,0.0
RE1,15,PHL_LND,2028,0.0
RE1,15,PHL_LND,2029,0.0
RE1,15,PHL_LND,2030,0.0
RE1,15,PHL_LND,2031,0.0
RE1,15,PHL_LND,2032,0.0
RE1,15,PHL_LND,2033,0.0
RE1,15,PHL_LND,2034,0.0
RE1,15,PHL_LND,2035,0.0
RE1,15,PHL_LND,2036,0.0
RE1,15,PHL_LND,2037,0.0
RE1,15,PHL_LND,2038,0.0
RE1,15,PHL_LND,2039,0.0
RE1,15,PHL_LND,2040,0.0
RE1,15,PHL_LND,2041,0.0
RE1,15,PHL_LND,2042,0.0
RE1,15,PHL_LND,2043,0.0
RE1,15,PHL_LND,2044,0.0
RE1,15,PHL_LND,2045,0.0
RE1,15,PHL_LND,2046,0.0
RE1,15,PHL_LND,2047,0.0
RE1,15,PHL_LND,2048,0.0
RE1,15,PHL_LND,2049,0.0
RE1,15,PHL_LND,2050,0.0
RE1,15,PHL_LND,2051,0.0
RE1,15,PHL_LND,2052,0.0
RE1,15,PHL_LND,2053,0.0
RE1,15,PHL_POW_DACF,2020,0.0
RE1,15,PHL_POW_DACF,2021,0.0
RE1,15,PHL_POW_DACF,2022,0.0
RE1,15,PHL_POW_DACF,2023,0.0
RE1,15,PHL_POW_DACF,2024,0.0
RE1,15,PHL_POW_DACF,2025,0.0
RE1,15,PHL_POW_DACF,2026,0.0
RE1,15,PHL_POW_DACF,2027,0.0
RE1,15,PHL_POW_DACF,2028,0.0
RE1,15,PHL_POW_DACF,2029,0.0
RE1,15,PHL_POW_DACF,2030,0.0
RE1,15,PHL_POW_DACF,2031,0.0
RE1,15,PHL_POW_DACF,2032,0.0
RE1,15,PHL_POW_DACF,2033,0.0
RE1,15,PHL_POW_DACF,2034,0.0
RE1,15,PHL_POW_DACF,2035,0.0
RE1,15,PHL_POW_DACF,2036,0.0
RE1,15,PHL_POW_DACF,2037,0.0
RE1,15,PHL_POW_DACF,2038,0.0
RE1,15,PHL_POW_DACF,2039,0.0
RE1,15,PHL_POW_DACF,2040,0.0
RE1,15,PHL_POW_DACF,2041,0.0
RE1,15,PHL_POW_DACF,2042,0.0
RE1,15,PHL_POW_DACF,2043,0.0
RE1,15,PHL_POW_DACF,2044,0.0
RE1,15,PHL_POW_DACF,2045,0.0
RE1,15,PHL_POW_DACF,2046,0.0
RE1,15,PHL_POW_DACF,2047,0.0
RE1,15,PHL_POW_DACF,2048,0.0
RE1,15,PHL_POW_DACF,2049,0.0
RE1,15,PHL_POW_DACF,2050,0.0
RE1,15,PHL_POW_DACF,2051,0.0
RE1,15,PHL_POW_DACF,2052,0.0
RE1,15,PHL_POW_DACF,2053,0.0
RE1,15,PHL_POW_HEAT1,2020,0.0
RE1,15,PHL_POW_HEAT1,2021,0.0
RE1,15,PHL_POW_HEAT1,2022,0.0
RE1,15,PHL_POW_HEAT1,2023,0.0
RE1,15,PHL_POW_HEAT1,2024,0.0
RE1,15,PHL_POW_HEAT1,2025,0.0
RE1,15,PHL_POW_HEAT1,2026,0.0
RE1,15,PHL_POW_HEAT1,2027,0.0
RE1,15,PHL_POW_HEAT1,2028,0.0
RE1,15,PHL_POW_HEAT1,2029,0.0
RE1,15,PHL_POW_HEAT1,2030,0.0
RE1,15,PHL_POW_HEAT1,2031,0.0
RE1,15,PHL_POW_HEAT1,2032,0.0
RE1,15,PHL_POW_HEAT1,2033,0.0
RE1,15,PHL_POW_HEAT1,2034,0.0
RE1,15,PHL_POW_HEAT1,2035,0.0
RE1,15,PHL_POW_HEAT1,2036,0.0
RE1,15,PHL_POW_HEAT1,2037,0.0
RE1,15,PHL_POW_HEAT1,2038,0.0
RE1,15,PHL_POW_HEAT1,2039,0.0
RE1,15,PHL_POW_HEAT1,2040,0.0
RE1,15,PHL_POW_HEAT1,2041,0.0
RE1,15,PHL_POW_HEAT1,2042,0.0
RE1,15,PHL_POW_HEAT1,2043,0.0
RE1,15,PHL_POW_HEAT1,2044,0.0
RE1,15,PHL_POW_HEAT1,2045,0.0
RE1,15,PHL_POW_HEAT1,2046,0.0
RE1,15,PHL_POW_HEAT1,2047,0.0
RE1,15,PHL_POW_HEAT1,2048,0.0
RE1,15,PHL_POW_HEAT1,2049,0.0
RE1,15,PHL_POW_HEAT1,2050,0.0
RE1,15,PHL_POW_HEAT1,2051,0.0
RE1,15,PHL_POW_HEAT1,2052,0.0
RE1,15,PHL_POW_HEAT1,2053,0.0
RE1,15,PHL_POW_HEAT,2020,0.0
RE1,15,PHL_POW_HEAT,2021,0.0
RE1,15,PHL_POW_HEAT,2022,0.0
RE1,15,PHL_POW_HEAT,2023,0.0
RE1,15,PHL_POW_HEAT,2024,0.0
RE1,15,PHL_POW_HEAT,2025,0.0
RE1,15,PHL_POW_HEAT,2026,0.0
RE1,15,PHL_POW_HEAT,2027,0.0
RE1,15,PHL_POW_HEAT,2028,0.0
RE1,15,PHL_POW_HEAT,2029,0.0
RE1,15,PHL_POW_HEAT,2030,0.0
RE1,15,PHL_POW_HEAT,2031,0.0
RE1,15,PHL_POW_HEAT,2032,0.0
RE1,15,PHL_POW_HEAT,2033,0.0
RE1,15,PHL_POW_HEAT,2034,0.0
RE1,15,PHL_POW_HEAT,2035,0.0
RE1,15,PHL_POW_HEAT,2036,0.0
RE1,15,PHL_POW_HEAT,2037,0.0
RE1,15,PHL_POW_HEAT,2038,0.0
RE1,15,PHL_POW_HEAT,2039,0.0
RE1,15,PHL_POW_HEAT,2040,0.0
RE1,15,PHL_POW_HEAT,2041,0.0
RE1,15,PHL_POW_HEAT,2042,0.0
RE1,15,PHL_POW_HEAT,2043,0.0
RE1,15,PHL_POW_HEAT,2044,0.0
RE1,15,PHL_POW_HEAT,2045,0.0
RE1,15,PHL_POW_HEAT,2046,0.0
RE1,15,PHL_POW_HEAT,2047,0.0
RE1,15,PHL_POW_HEAT,2048,0.0
RE1,15,PHL_POW_HEAT,2049,0.0
RE1,15,PHL_POW_HEAT,2050,0.0
RE1,15,PHL_POW_HEAT,2051,0.0
RE1,15,PHL_POW_HEAT,2052,0.0
RE1,15,PHL_POW_HEAT,2053,0.0
RE1,15,PHL_POW_ELE1,2020,0.0
RE1,15,PHL_POW_ELE1,2021,0.0
RE1,15,PHL_POW_ELE1,2022,0.0
RE1,15,PHL_POW_ELE1,2023,0.0
RE1,15,PHL_POW_ELE1,2024,0.0
RE1,15,PHL_POW_ELE1,2025,0.0
RE1,15,PHL_POW_ELE1,2026,0.0
RE1,15,PHL_POW_ELE1,2027,0.0
RE1,15,PHL_POW_ELE1,2028,0.0
RE1,15,PHL_POW_ELE1,2029,0.0
RE1,15,PHL_POW_ELE1,2030,0.0
RE1,15,PHL_POW_ELE1,2031,0.0
RE1,15,PHL_POW_ELE1,2032,0.0
RE1,15,PHL_POW_ELE1,2033,0.0
RE1,15,PHL_POW_ELE1,2034,0.0
RE1,15,PHL_POW_ELE1,2035,0.0
RE1,15,PHL_POW_ELE1,2036,0.0
RE1,15,PHL_POW_ELE1,2037,0.0
RE1,15,PHL_POW_ELE1,2038,0.0
RE1,15,PHL_POW_ELE1,2039,0.0
RE1,15,PHL_POW_ELE1,2040,0.0
RE1,15,PHL_POW_ELE1,2041,0.0
RE1,15,PHL_POW_ELE1,2042,0.0
RE1,15,PHL_POW_ELE1,2043,0.0
RE1,15,PHL_POW_ELE1,2044,0.0
RE1,15,PHL_POW_ELE1,2045,0.0
RE1,15,PHL_POW_ELE1,2046,0.0
RE1,15,PHL_POW_ELE1,2047,0.0
RE1,15,PHL_POW_ELE1,2048,0.0
RE1,15,PHL_POW_ELE1,2049,0.0
RE1,15,PHL_POW_ELE1,2050,0.0
RE1,15,PHL_POW_ELE1,2051,0.0
RE1,15,PHL_POW_ELE1,2052,0.0
RE1,15,PHL_POW_ELE1,2053,0.0
RE1,15,PHL_POW_ELE,2020,0.0
RE1,15,PHL_POW_ELE,2021,0.0
RE1,15,PHL_POW_ELE,2022,0.0
RE1,15,PHL_POW_ELE,2023,0.0
RE1,15,PHL_POW_ELE,2024,0.0
RE1,15,PHL_POW_ELE,2025,0.0
RE1,15,PHL_POW_ELE,2026,0.0
RE1,15,PHL_POW_ELE,2027,0.0
RE1,15,PHL_POW_ELE,2028,0.0
RE1,15,PHL_POW_ELE,2029,0.0
RE1,15,PHL_POW_ELE,2030,0.0
RE1,15,PHL_POW_ELE,2031,0.0
RE1,15,PHL_POW_ELE,2032,0.0
RE1,15,PHL_POW_ELE,2033,0.0
RE1,15,PHL_POW_ELE,2034,0.0
RE1,15,PHL_POW_ELE,2035,0.0
RE1,15,PHL_POW_ELE,2036,0.0
RE1,15,PHL_POW_ELE,2037,0.0
RE1,15,PHL_POW_ELE,2038,0.0
RE1,15,PHL_POW_ELE,2039,0.0
RE1,15,PHL_POW_ELE,2040,0.0
RE1,15,PHL_POW_ELE,2041,0.0
